Medal_type;Medal_code;Medal_date;Name;Gender;Discipline;Code_Discipline;Event;url_event;Country_code;Country
Silver Medal;2;2024-09-08;Great Britain;W;Athletics;ATH;Women's 4 x 100m Relay;https://olympics.com/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--;GBR;Great Britain
Bronze Medal;3;2024-09-08;Germany;W;Athletics;ATH;Women's 4 x 100m Relay;https://olympics.com/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--;GER;Germany
Silver Medal;2;2024-03-08;United States;X;Athletics;ATH;4 x 400m Relay Mixed;https://olympics.com/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--;USA;United States
Bronze Medal;3;2024-03-08;MATSUYAMA/SHIDA;W;Badminton;BDM;Women's Doubles;https://olympics.com/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--;JPN;Japan
Silver Medal;2;2024-02-08;KIM/JEONG;X;Badminton;BDM;Mixed Doubles;https://olympics.com/en/paris-2024/results/badminton/mixed-doubles/fnl-000100--;KOR;Korea
Silver Medal;2;2024-05-08;France;M;3x3 Basketball;BK3;Men;https://olympics.com/en/paris-2024/results/3x3-basketball/men/fnl-000100--;FRA;France
Gold Medal;1;2024-05-08;Netherlands;M;3x3 Basketball;BK3;Men;https://olympics.com/en/paris-2024/results/3x3-basketball/men/fnl-000100--;NED;Netherlands
Silver Medal;2;2024-10-08;France;M;Basketball;BKB;Men;https://olympics.com/en/paris-2024/results/basketball/men/fnl-000100--;FRA;France
Gold Medal;1;2024-11-08;United States;W;Basketball;BKB;Women;https://olympics.com/en/paris-2024/results/basketball/women/fnl-000100--;USA;United States
Gold Medal;1;2024-08-08;Germany;M;Canoe Sprint;CSP;Men's Kayak Four 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------;GER;Germany
Gold Medal;1;2024-09-08;XU/SUN;W;Canoe Sprint;CSP;Women's Canoe Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------;CHN;China
Bronze Medal;3;2024-09-08;PASZEK/HAKE;W;Canoe Sprint;CSP;Women's Kayak Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------;GER;Germany
Gold Medal;1;2024-10-08;Portugal;M;Cycling Track;CTR;Men's Madison;https://olympics.com/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--;POR;Portugal
Gold Medal;1;2024-07-08;Australia;M;Cycling Track;CTR;Men's Team Pursuit;https://olympics.com/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------;AUS;Australia
Silver Medal;2;2024-07-08;Great Britain;M;Cycling Track;CTR;Men's Team Pursuit;https://olympics.com/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------;GBR;Great Britain
Silver Medal;2;2024-09-08;Great Britain;W;Cycling Track;CTR;Women's Madison;https://olympics.com/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-09-08;Italy;W;Cycling Track;CTR;Women's Madison;https://olympics.com/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--;ITA;Italy
Bronze Medal;3;2024-02-08;Great Britain;M;Diving;DIV;Men's Synchronised 3m Springboard;https://olympics.com/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-02-08;Mexico;M;Diving;DIV;Men's Synchronised 3m Springboard;https://olympics.com/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--;MEX;Mexico
Bronze Medal;3;2024-07-31;Great Britain;W;Diving;DIV;Women's Synchronised 10m Platform;https://olympics.com/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--;GBR;Great Britain
Gold Medal;1;2024-07-27;China;W;Diving;DIV;Women's Synchronised 3m Springboard;https://olympics.com/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--;CHN;China
Bronze Medal;3;2024-07-27;Great Britain;W;Diving;DIV;Women's Synchronised 3m Springboard;https://olympics.com/en/paris-2024/results/diving/women-s-synchronised-3m-springboard/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-07-29;France;O;Equestrian;EQD;Eventing Team;https://olympics.com/en/paris-2024/results/equestrian/eventing/jump000100--;FRA;France
Gold Medal;1;2024-07-29;Great Britain;O;Equestrian;EQD;Eventing Team;https://olympics.com/en/paris-2024/results/equestrian/eventing/jump000100--;GBR;Great Britain
Silver Medal;2;2024-02-08;United States;O;Equestrian;EQD;Jumping Team;https://olympics.com/en/paris-2024/results/equestrian/jumping-team/fnl-000100--;USA;United States
Gold Medal;1;2024-10-08;United States;W;Football;FBL;Women;https://olympics.com/en/paris-2024/results/football/women/fnl-000100--;USA;United States
Bronze Medal;3;2024-02-08;Czechia;M;Fencing;FEN;Men's Épée Team;https://olympics.com/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--;CZE;Czechia
Gold Medal;1;2024-02-08;Hungary;M;Fencing;FEN;Men's Épée Team;https://olympics.com/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--;HUN;Hungary
Silver Medal;2;2024-04-08;Italy;M;Fencing;FEN;Men's Foil Team;https://olympics.com/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--;ITA;Italy
Silver Medal;2;2024-07-31;Hungary;M;Fencing;FEN;Men's Sabre Team;https://olympics.com/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--;HUN;Hungary
Bronze Medal;3;2024-07-30;Poland;W;Fencing;FEN;Women's Épée Team;https://olympics.com/en/paris-2024/results/fencing/women-s-epee-team/fnl-000200--;POL;Poland
Gold Medal;1;2024-03-08;Ukraine;W;Fencing;FEN;Women's Sabre Team;https://olympics.com/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--;UKR;Ukraine
Silver Medal;2;2024-10-08;France;W;Handball;HBL;Women;https://olympics.com/en/paris-2024/results/handball/women/fnl-000100--;FRA;France
Silver Medal;2;2024-08-08;Germany;M;Hockey;HOC;Men;https://olympics.com/en/paris-2024/results/hockey/men/fnl-000100--;GER;Germany
Gold Medal;1;2024-08-08;Netherlands;M;Hockey;HOC;Men;https://olympics.com/en/paris-2024/results/hockey/men/fnl-000100--;NED;Netherlands
Gold Medal;1;2024-02-08;Croatia;M;Rowing;ROW;Men's Pair;https://olympics.com/en/paris-2024/results/rowing/men-s-pair/fnl---------;CRO;Croatia
Bronze Medal;3;2024-01-08;Ireland;M;Rowing;ROW;Men's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------;IRL;Ireland
Gold Medal;1;2024-01-08;Romania;M;Rowing;ROW;Men's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------;ROU;Romania
Gold Medal;1;2024-03-08;Romania;W;Rowing;ROW;Women's Eight;https://olympics.com/en/paris-2024/results/rowing/women-s-eight/fnl---------;ROU;Romania
Silver Medal;2;2024-01-08;Great Britain;W;Rowing;ROW;Women's Four;https://olympics.com/en/paris-2024/results/rowing/women-s-four/fnl---------;GBR;Great Britain
Bronze Medal;3;2024-01-08;New Zealand;W;Rowing;ROW;Women's Four;https://olympics.com/en/paris-2024/results/rowing/women-s-four/fnl---------;NZL;New Zealand
Silver Medal;2;2024-01-08;Romania;W;Rowing;ROW;Women's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------;ROU;Romania
Silver Medal;2;2024-07-31;Netherlands;W;Rowing;ROW;Women's Quadruple Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------;NED;Netherlands
Bronze Medal;3;2024-07-27;South Africa;M;Rugby Sevens;RU7;Men;https://olympics.com/en/paris-2024/results/rugby-sevens/men/fnl-000200--;RSA;South Africa
Gold Medal;1;2024-02-08;BOTIN/TRITTEL;M;Sailing;SAL;Men's Skiff;https://olympics.com/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--;ESP;Spain
Silver Medal;2;2024-08-08;OKADA/YOSHIOKA;X;Sailing;SAL;Mixed Dinghy;https://olympics.com/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--;JPN;Japan
Silver Medal;2;2024-08-08;MAJDALANI/BOSCO;X;Sailing;SAL;Mixed Multihull;https://olympics.com/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--;ARG;Argentina
Gold Medal;1;2024-08-08;TITA/BANTI;X;Sailing;SAL;Mixed Multihull;https://olympics.com/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--;ITA;Italy
Bronze Medal;3;2024-08-08;WILKINSON/DAWSON;X;Sailing;SAL;Mixed Multihull;https://olympics.com/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--;NZL;New Zealand
Silver Medal;2;2024-07-30;Türkiye 2;X;Shooting;SHO;10m Air Pistol Mixed Team;https://olympics.com/en/paris-2024/results/shooting/10m-air-pistol-mixed-team/fnl-000100--;TUR;Türkiye
Bronze Medal;3;2024-05-08;China;X;Shooting;SHO;Skeet Mixed Team;https://olympics.com/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000200--;CHN;China
Bronze Medal;3;2024-10-08;Netherlands;W;Artistic Swimming;SWA;Duet;https://olympics.com/en/paris-2024/results/artistic-swimming/duet/fnl-000100--;NED;Netherlands
Silver Medal;2;2024-07-27;Australia;M;Swimming;SWM;Men's 4 x 100m Freestyle Relay;https://olympics.com/en/paris-2024/results/swimming/men-s-4-x-100m-freestyle-relay/fnl-000100--;AUS;Australia
Gold Medal;1;2024-07-30;Great Britain;M;Swimming;SWM;Men's 4 x 200m Freestyle Relay;https://olympics.com/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-07-30;United States;M;Swimming;SWM;Men's 4 x 200m Freestyle Relay;https://olympics.com/en/paris-2024/results/swimming/men-s-4-x-200m-freestyle-relay/fnl-000100--;USA;United States
Bronze Medal;3;2024-01-08;China;W;Swimming;SWM;Women's 4 x 200m Freestyle Relay;https://olympics.com/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--;CHN;China
Silver Medal;2;2024-01-08;United States;W;Swimming;SWM;Women's 4 x 200m Freestyle Relay;https://olympics.com/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--;USA;United States
Gold Medal;1;2024-03-08;United States;X;Swimming;SWM;Mixed 4 x 100m Medley Relay;https://olympics.com/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--;USA;United States
Silver Medal;2;2024-02-08;WANG/ZHANG;X;Tennis;TEN;Mixed Doubles;https://olympics.com/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--;CHN;China
Bronze Medal;3;2024-10-08;Korea;W;Table Tennis;TTE;Women's Team;https://olympics.com/en/paris-2024/results/table-tennis/women-s-team/fnl-00020000;KOR;Korea
Silver Medal;2;2024-07-30;RI/KIM;X;Table Tennis;TTE;Mixed Doubles;https://olympics.com/en/paris-2024/results/table-tennis/mixed-doubles/fnl-000100--;PRK;DPR Korea
Gold Medal;1;2024-10-08;AHMAN/HELLVIG;M;Beach Volleyball;VBV;Men;https://olympics.com/en/paris-2024/results/beach-volleyball/men/fnl-000100--;SWE;Sweden
Silver Medal;2;2024-10-08;Poland;M;Volleyball;VVO;Men;https://olympics.com/en/paris-2024/results/volleyball/men/fnl-000100--;POL;Poland
Gold Medal;1;2024-11-08;Italy;W;Volleyball;VVO;Women;https://olympics.com/en/paris-2024/results/volleyball/women/fnl-000100--;ITA;Italy
Bronze Medal;3;2024-11-08;United States;M;Water Polo;WPO;Men;https://olympics.com/en/paris-2024/results/water-polo/men/fnl-000200--;USA;United States
Silver Medal;2;2024-10-08;Australia;W;Water Polo;WPO;Women;https://olympics.com/en/paris-2024/results/water-polo/women/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-10-08;Netherlands;W;Water Polo;WPO;Women;https://olympics.com/en/paris-2024/results/water-polo/women/fnl-000200--;NED;Netherlands
